land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_leather_15	2100	inf_melee	42	inf_mel	20	33	wh_dlc08_unit_long_text_nor_marauder_warwolves	elo_albion_barghest	wf1_dire_wolf	wh_dlc08_nor_war_wolf_blood	36	26	50	145			0	0	barghest_claws		3	none	elo_albion_barghest	wh_main_cavalry_very_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_hideForest_immPsy_stalk	60	80	0	false	vo_sel_marauders	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_flanker	false	false	false	true
10	wh2_main_body_30	2100	inf_melee	45	inf_mel	20	33	wh_dlc03_unit_long_text_bst_feral_manticore	elo_albion_gryphon	bc2_griffon	feral_griffon_blood	34	40	65	4500			0	0	feral_gryphon		1	none	elo_albion_gryphon	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	large_bst	0	0	0	0	0	0	0	0	melee_highvalue	false	false	false	true
10	wh2_main_chainmail_80	2100	cavalry	40	cav_mel	20	33	wh_main_unit_long_text_chs_chaos_knights	alb_cav_noble	hu1c_chaos_hr1_warhorse_sword_and_shield	wh_main_infantry_standard_large_blood	30	30	70	105	albion_warhorse_noble		0	60	albion_riders_sword		5	wh_missile_block_30_metal	alb_cav_noble	wh_main_cavalry_ordered	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_chaos_knights	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
10	wh2_main_chainmail_80	2100	cavalry	60	cav_shk	20	33	wh_main_unit_long_text_chs_chaos_knights	alb_cav_noble_spear	hu1c_chaos_hr1_warhorse_lance_sword_and_shield	wh_main_infantry_standard_large_blood	28	24	70	105	albion_warhorse_noble		0	60	albion_noble_lance		5	wh_missile_block_30_metal	alb_cav_noble	wh_main_cavalry_ordered	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_chaos_knights	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false
10	wh2_main_body_60	2100	inf_melee	26	inf_mel	20	33	wh_main_unit_long_text_chs_chosen	alb_viridian_champ	hu1c_chaos_2handed_axe	wh_main_infantry_standard_very_large_blood_dismembers	40	65	80	150			0	0	wh_main_chs_axe_great_chosen		4	none	alb_viridian_champ	wh_main_infantry_chaos_chosen	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest	60	80	0	false	vo_sel_chaos_chosen	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_body_10	2100	cavalry	52	cav_shk	20	33	wh2_main_unit_long_text_def_cav_dark_riders_1	albion_riders_spear	hu1c_chaos_hr1_warhorse_lance_sword_and_shield	wh_main_cavalry_rider_standard_blood	24	20	55	80	albion_warhorse		0	60	albion_riders_spear		3	wh_missile_block_35_wood	albion_riders	wh_main_cavalry_very_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	10	false	vo_sel_bretonnian_mounted_yeoman	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false
10	wh2_main_body_30	2100	inf_ranged	22	spcl	20	33	wh_main_unit_long_text_chs_chaos_knights	ovn_alb_inf_stone_throw_giant	hu11_cygor	albion_giant_entity	36	20	75	9000			0	0	giant_melee_boulder	giant_boulder	1	none	ovn_unit_short_text_alb_stone_throw_giant	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror	60	80	10	false	vo_sel_default	vo_sel_missile	vo_sel_culture	1.0	10.0	large	0	25	0	0	0	25	0	0	ranged_no_skirmish_gatecrusher	false	false	false	true
10	wh2_main_body_40	2100	inf_melee	35	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_spawn	elo_fenbeast	hc2_chaos_spawn	wh_main_monster_chaos_spawn_blood	34	45	60	730			0	0	wooden_arms		2	none	elo_fenbeast	wh_main_monstrous_infantry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	construct_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	20	0	melee_gatecrusher	false	false	false	true
10	wh2_main_plate_90	2100	inf_melee	45	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_0	elo_albion_cha_queen	hu1b_elf_sword_and_shield	wh2_main_def_infantry_hero_blood	65	55	80	4060			0	0	wh2_main_def_dreadlord_female_sword		1	wh_missile_block_55_metal	elo_albion_cha_queen	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_body_10	2100	inf_melee	21	inf_mel	20	33	wh_main_unit_long_text_chs_chaos_marauders	elo_albion_warriors	hu1c_chaos_axe_and_shield	wh_main_chs_infantry_fast_blood_dismembers	32	22	65	68			0	0	wh_main_chs_axe_marauders		6	wh_missile_block_35_wood	elo_albion_warriors	wh_main_grn_orc_infantry_savage_rabble	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_men_at_arms_shield	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
