character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_main_skill_node_ovn_hlf_moot_general_battle_02	0	wh_main_skill_node_ovn_hlf_moot_general_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_03	0	wh_main_skill_node_ovn_hlf_moot_general_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_04	0	wh_main_skill_node_ovn_hlf_moot_general_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_05	0	wh_main_skill_node_ovn_hlf_moot_general_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_06	0	wh_main_skill_node_ovn_hlf_moot_general_battle_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_06	0	wh_main_skill_node_ovn_hlf_moot_general_battle_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_06	0	wh_main_skill_node_ovn_hlf_moot_general_battle_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_06	0	wh_main_skill_node_ovn_hlf_moot_general_battle_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_07	0	wh_main_skill_node_ovn_hlf_moot_general_battle_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_08	0	wh_main_skill_node_ovn_hlf_moot_general_battle_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_09	0	wh_main_skill_node_ovn_hlf_moot_general_battle_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_10	0	wh_main_skill_node_ovn_hlf_moot_general_battle_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_11	0	wh_main_skill_node_ovn_hlf_moot_general_battle_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_11	0	wh_main_skill_node_ovn_hlf_moot_general_battle_08	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_11	0	wh_main_skill_node_ovn_hlf_moot_general_battle_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_battle_11	0	wh_main_skill_node_ovn_hlf_moot_general_battle_10	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_02	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_03	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_04	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_05	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_06	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_06	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_06	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_06	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_07	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_08	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_09	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_10	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_11	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_11	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_08	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_11	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_campaign_11	0	wh_main_skill_node_ovn_hlf_moot_general_campaign_10	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_02	0	wh_main_skill_node_ovn_hlf_moot_general_self_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_03	0	wh_main_skill_node_ovn_hlf_moot_general_self_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_04	0	wh_main_skill_node_ovn_hlf_moot_general_self_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_05	0	wh_main_skill_node_ovn_hlf_moot_general_self_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_06	0	wh_main_skill_node_ovn_hlf_moot_general_self_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_06	0	wh_main_skill_node_ovn_hlf_moot_general_self_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_06	0	wh_main_skill_node_ovn_hlf_moot_general_self_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_06	0	wh_main_skill_node_ovn_hlf_moot_general_self_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_07	0	wh_main_skill_node_ovn_hlf_moot_general_self_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_08	0	wh_main_skill_node_ovn_hlf_moot_general_self_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_09	0	wh_main_skill_node_ovn_hlf_moot_general_self_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_10	0	wh_main_skill_node_ovn_hlf_moot_general_self_06	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_11	0	wh_main_skill_node_ovn_hlf_moot_general_self_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_11	0	wh_main_skill_node_ovn_hlf_moot_general_self_08	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_11	0	wh_main_skill_node_ovn_hlf_moot_general_self_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_ovn_hlf_moot_general_self_11	0	wh_main_skill_node_ovn_hlf_moot_general_self_10	1	1	0.0	0.0	SUBSET_REQUIRED
