faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive
#units_custom_battle_permissions_tables;8;db/units_custom_battle_permissions_tables/ovn_sof								
wh2_main_nor_servants_of_fimulneid	true	fim_meargh_skattach	true	true	ui/portraits/portholes/no_culture/fim_meargh_skattach.png	fim_meargh_skattach	fim_meargh_skattach	false
wh2_main_nor_servants_of_fimulneid	false	elo_boglar_shaman	true	true	ui/portraits/portholes/no_culture/elo_boglar_shaman.png	elo_boglar_shaman	wh_main_grn_cha_night_goblin_shaman	false
wh2_main_nor_servants_of_fimulneid	false	elo_boglar_shaman_hound	true	true	ui/portraits/portholes/no_culture/elo_boglar_shaman.png	elo_boglar_shaman	wh_main_grn_cha_night_goblin_shaman	false
wh2_main_nor_servants_of_fimulneid	false	ovn_boglar	true	true				false
wh2_main_nor_servants_of_fimulneid	true	ovn_fimir_dirach_fire	true	true	ui/portraits/portholes/no_culture/fim_dirach_01.png	ovn_uniform_fim_dirach_1	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false
wh2_main_nor_servants_of_fimulneid	true	ovn_fimir_dirach_shadow	true	true	ui/portraits/portholes/no_culture/fim_dirach_02.png	ovn_uniform_fim_dirach_2	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false
wh2_main_nor_servants_of_fimulneid	true	ovn_fimir_dirach_beast	true	true	ui/portraits/portholes/no_culture/fim_dirach_03.png	ovn_uniform_fim_dirach_3	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false
wh2_main_nor_servants_of_fimulneid	true	ovn_fimir_dirach_death	true	true	ui/portraits/portholes/no_culture/fim_dirach_02.png	ovn_uniform_fim_dirach_2	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false
wh2_main_nor_servants_of_fimulneid	false	wh_dlc08_nor_cha_fimir_balefiend_fire_0	true	true	UI/Portraits/Portholes/wh_main_chs_chaos/nor_cha_fimir_balefiend_campaign_02_0.png	wh_dlc08_uniform_nor_fimir_balefiend_campaign_02	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false
wh2_main_nor_servants_of_fimulneid	false	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	true	true	UI/Portraits/Portholes/wh_main_chs_chaos/nor_cha_fimir_balefiend_campaign_01_0.png	wh_dlc08_uniform_nor_fimir_balefiend_campaign_01	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false
wh2_main_nor_servants_of_fimulneid	false	wh_pro04_nor_mon_fimir_ror_0	true	true				false
wh2_main_nor_servants_of_fimulneid	false	wh_main_chs_mon_giant	true	true				false
wh2_main_nor_servants_of_fimulneid	true	aky_chief_fimir_great_weapons_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/aky_chief_fimir_great_weapons_0.png	aky_chief_fimir_great_weapons_0	aky_chief_fimir_great_weapons_0	false
wh2_main_nor_servants_of_fimulneid	false	ovn_finmor	true	true	ui/portraits/portholes/no_culture/fim_finmor_01.png	ovn_uniform_fim_finmor_1	wh_main_chs_cha_exalted_hero_0	false
wh2_main_nor_servants_of_fimulneid	false	ovn_fimir_warriors	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_fimir_warriors_great_weapons	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_fenbeast	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_fenhulk	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_death_quest	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_fianna_fimm	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_fimm	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_mistmor	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_gharnus_demon	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_killing_eye	true	true				false
wh2_main_nor_servants_of_fimulneid	false	ovn_shearl	true	true				false
