unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				elo_albion_warriors	elo_warband
false				elo_albion_warriors_2h	elo_warband
false				elo_albion_warriors_spears	elo_warband
false				albion_hearthguard	elo_elite_warband
false				albion_hearthguard_2h	elo_elite_warband
false				albion_hearthguard_halberd	elo_elite_warband
false				albion_fenhulk	elo_monsters
false				albion_half_giants	elo_monsters
false				albion_giant	elo_monsters
false				ovn_alb_inf_stone_throw_giant	elo_monsters
false				elo_fenbeast	elo_monsters
false				druid_neophytes	elo_holy_warriors
false				albion_swordmaiden	elo_holy_warriors
false				elo_woadraider	elo_holy_warriors
false				albion_stonethrower	elo_ranged_special
false				albion_huntresses	elo_ranged_special
false				elo_youngbloods	elo_ranged_special
false				albion_riders_javelins	elo_ranged_special
false				albion_chariot	elo_fast_attack
false				albion_centaurs	elo_fast_attack
false				albion_riders	elo_fast_attack
false				elo_bloodhounds	elo_fast_attack
false				elo_albion_warriors	elo_champions_r7
false				elo_albion_warriors_2h	elo_champions_r7
false				elo_albion_warriors_spears	elo_champions_r7
false				albion_hearthguard	elo_champions_r7
false				albion_hearthguard_2h	elo_champions_r7
false				albion_hearthguard_halberd	elo_champions_r7
false				albion_fenhulk	elo_monsters_r7
false				albion_half_giants	elo_monsters_r7
false				ovn_alb_inf_stone_throw_giant	elo_monsters_r7
false				albion_giant	elo_monsters_r7
false				elo_fenbeast	elo_monsters_r7
false				druid_neophytes	elo_monsters_r7
false				albion_swordmaiden	elo_riders_r7
false				elo_woadraider	elo_riders_r7
false				albion_stonethrower	elo_hunters_r7
false				albion_huntresses	elo_hunters_r7
false				elo_youngbloods	elo_hunters_r7
false				albion_riders_javelins	elo_hunters_r7
false				albion_chariot	elo_riders_r7
false				albion_centaurs	elo_monsters_r7
false				albion_riders	elo_riders_r7
false				elo_bloodhounds	elo_riders_r7
false				elo_fenbeast	all_units
false				elo_albion_warriors	all_units
false				elo_albion_warriors_spears	all_units
false				elo_albion_warriors_2h	all_units
false				elo_youngbloods	all_units
false				elo_woadraider	all_units
false				elo_bloodhounds	all_units
false				albion_giant	all_units
false				ovn_alb_inf_stone_throw_giant	all_units
false				druid_neophytes	all_units
false				albion_stonethrower	all_units
false				albion_huntresses	all_units
false				albion_riders	all_units
false				albion_riders_javelins	all_units
false				albion_hearthguard	all_units
false				albion_hearthguard_halberd	all_units
false				albion_hearthguard_2h	all_units
false				albion_swordmaiden	all_units
false				albion_chariot	all_units
false				albion_centaurs	all_units
false				albion_fenhulk	all_units
false				albion_half_giants	all_units
false				albion_riders	elo_albion_shielded
false				albion_hearthguard	elo_albion_shielded
false				albion_warleader	elo_albion_shielded
false				albion_warleader_chariot	elo_albion_shielded
false				albion_warleader_horse	elo_albion_shielded
false				elo_albion_warriors	elo_albion_humans
false				elo_albion_warriors_spears	elo_albion_humans
false				elo_albion_warriors_2h	elo_albion_humans
false				elo_youngbloods	elo_albion_humans
false				elo_woadraider	elo_albion_humans
false				druid_neophytes	elo_albion_humans
false				albion_huntresses	elo_albion_humans
false				albion_riders	elo_albion_humans
false				albion_riders_javelins	elo_albion_humans
false				albion_hearthguard	elo_albion_humans
false				albion_hearthguard_halberd	elo_albion_humans
false				albion_hearthguard_2h	elo_albion_humans
false				albion_swordmaiden	elo_albion_humans
false				albion_chariot	elo_albion_humans
false				albion_fenhulk	elo_albion_swamp
false				elo_fenbeast	elo_albion_swamp
false				albion_half_giants	elo_albion_giant
false				ovn_alb_inf_stone_throw_giant	elo_albion_giant
false				albion_giant	elo_albion_giant
false				albion_huntresses	elo_morrigan_handmaidens
false				albion_swordmaiden	elo_morrigan_handmaidens
false				albion_huntresses	elo_morrigan_handmaidens_hunters
false				albion_swordmaiden	elo_morrigan_handmaidens_sword
false				albion_swordmaiden	elo_albion_holy_warriors
false				elo_woadraider	elo_albion_holy_warriors
false				druid_neophytes	elo_albion_holy_warriors
false				albion_huntresses	elo_hunting_parties
false				elo_bloodhounds	elo_hunting_parties
false				albion_stonethrower	elo_wooden_structures
false				albion_chariot	elo_wooden_structures
false				alb_cav_noble	elo_noble_cav_chariot
false				alb_cav_noble_spear	elo_noble_cav_chariot
false				albion_chariot	elo_noble_cav_chariot
false				albion_half_giants	albion_ancient_allies
false				albion_giant	albion_ancient_allies
false				albion_centaurs	albion_ancient_allies
false				ovn_alb_inf_stone_throw_giant	albion_ancient_allies
false				albion_fenhulk	albion_monsters_fen
false				elo_fenbeast	albion_monsters_fen
false				druid_neophytes	elo_druid_circle
false				ovn_barrow_wight	elo_monsters
false				ovn_barrow_wight	elo_monsters_r7
false				ovn_barrow_wight	all_units
false				ovn_barrow_wight	albion_ancient_allies
