Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_ovn_fimir_income_3wh_main_sc_nor_fimir	Slave Mining Labyrinth	true
building_culture_variants_name_ovn_fimir_income_2wh_main_sc_nor_fimir	Slave Mining Shaft	true
building_culture_variants_name_ovn_fimir_income_1wh_main_sc_nor_fimir	Slave Mining Pit	true
building_culture_variants_name_ovn_fimir_agentwh_main_sc_nor_fimir	Gobbo Shack	true
building_culture_variants_name_wh2_dlc15_special_settlement_massif_orcal_norsca_1wh_main_sc_nor_fimir	Occupied Massif Orcal (Warrior Gathering)	false
building_culture_variants_name_wh2_dlc15_special_settlement_massif_orcal_norsca_2wh_main_sc_nor_fimir	Occupied Massif Orcal (Warband Camp)	false
building_culture_variants_name_wh2_dlc15_special_settlement_massif_orcal_norsca_3wh_main_sc_nor_fimir	Occupied Massif Orcal (Clan Enclave)	false
building_culture_variants_name_wh2_dlc15_special_settlement_massif_orcal_norsca_4wh_main_sc_nor_fimir	Occupied Massif Orcal (Tribal Stronghold)	false
building_culture_variants_name_wh2_dlc15_special_settlement_massif_orcal_norsca_5wh_main_sc_nor_fimir	Occupied Massif Orcal (Greater Tribal Stronghold)	false
