Loc PackedFile	1
key	text	tooltip
effects_description_roy_effect_agent_enable_recruitment_arb_champion	Unlocks [[img:icon_hero]][[/img]]Hero recruitment: Askar	false
effects_description_roy_effect_agent_cap_increase_arb_champion	Hero capacity: %+n for Askars	false
effects_description_roy_effect_agent_recruitment_xp_arb_champion	Hero recruit rank: %+n for Askars	false
effects_description_roy_effect_agent_enable_recruitment_arb_nomad	Unlocks [[img:icon_hero]][[/img]]Hero recruitment: Nomad	false
effects_description_roy_effect_agent_cap_increase_arb_nomad	Hero capacity: %+n for Hashashin	false
effects_description_roy_effect_agent_recruitment_xp_arb_nomad	Hero recruit rank: %+n for Hashashin	false
effects_description_roy_effect_enable_arb_strike_from_the_shadows	Ability: "Strike from the Shadows"	false
effects_description_roy_effect_enable_arb_doppelgang	Ability: "Doppelgang"	false
effects_description_ovn_araby_tech_slaves_units_ws	Weapon strength: %+n% for Sharkas Slaves and Pit-Fighters	false
effects_description_ovn_araby_tech_slaves_units_morale	Morale: %+n for Sharkas Slaves and Pit-Fighters	false
effects_description_ovn_araby_tech_elite_guard_recruit_rank	Recruit rank: %+n for Arabyan Guard	false
effects_description_ovn_araby_tech_camel_charge_bonus	Charge bonus: %+n% for all Camel units	false
effects_description_roy_effect_agent_action_success_chance_arb_nomad	Hero action success chance: %+n% for Hashashin	false
effects_description_roy_effect_agent_action_cost_mod_arb_nomad	Hero action cost: %+n% for Hashashin	false
effects_description_roy_effect_agent_action_success_chance_arb_champion	Hero action success chance: %+n% for Askars	false
