character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_carrion				
elo_carrion_boss_squig	wh_dlc06_effect_enable_mount_great_cave_squig	1	character_to_character_own	1.0
elo_special_treat	elo_special_treat	1	character_to_character_own	1.0
elo_those_are_tasty	elo_those_are_tasty	1	character_to_character_own	1.0
elo_goblin_leader_melee	carrion_gobbos_ma	1	agent_to_parent_army_own	3.0
elo_goblin_leader_melee	carrion_gobbos_md	1	agent_to_parent_army_own	3.0
elo_goblin_leader_melee	carrion_gobbos_ma	2	agent_to_parent_army_own	6.0
elo_goblin_leader_melee	carrion_gobbos_md	2	agent_to_parent_army_own	6.0
elo_goblin_leader_ranged	carrion_gobbos_ammo	1	agent_to_parent_army_own	15.0
elo_goblin_leader_ranged	carrion_gobbos_reload	1	agent_to_parent_army_own	5.0
elo_goblin_leader_ranged	carrion_gobbos_ammo	2	agent_to_parent_army_own	25.0
elo_goblin_leader_ranged	carrion_gobbos_reload	2	agent_to_parent_army_own	10.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_dlc11_effect_agent_action_enable_spy_hinder_settlement_treasure_hunt	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_dlc12_agent_action_spy_discover_under_empire	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_main_effect_agent_action_enable_spy_assist_army_scavenge	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_main_effect_agent_action_enable_spy_hinder_agent_assassinate	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_main_effect_agent_action_enable_spy_hinder_army_block_army	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_main_effect_agent_action_enable_spy_hinder_settlement_damage_walls	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh2_dlc17_effect_agent_action_enable_spy_passive_spread_corruption_chs	1	character_to_character_own	1.0
ovn_main_skill_all_agent_actions_tro_carrion_big_boss	wh_main_effect_character_passive_religious_conversion	1	character_to_character_own	2.0
