building_culture_variants_tables	4
building	culture	description	icon	subculture	faction	disables	short_description	display_tooltip
wh2_main_lzd_skinks_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_skinks_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_skinks_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_terradons_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_worship_sotek_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_worship_sotek_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_worship_sotek_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_smith_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_slann_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_saurus_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_saurus_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_saurus	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh2_main_special_naggarond_blackguard	true
wh2_main_lzd_saurus_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_saurus	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh2_main_def_barracks_1	true
wh2_main_lzd_scrying_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	dark_elves_city	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	true	wh_dlc08_special_settlement_norsca	true
wh2_main_lzd_farm_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_farm	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh_dlc05_wef_growth_1	true
wh2_main_lzd_farm_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_farm	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh_dlc05_wef_growth_2	true
wh2_main_lzd_industry_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_geomantic_web	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh_main_nor_loot_2	true
wh2_main_lzd_industry_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_geomantic_web	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh_main_nor_loot_3	true
wh2_main_lzd_industry_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_geomantic_web	wh2_main_sc_lzd_lizardmen	wh2_main_amz_amazons	false	wh_main_nor_loot_3	true
